time,log_infected,log_hospitalized,log_icu,log_death,log_vaccinated
292.0,4.291649888306816,4.163727735958905,3.6137361412618714,4.084071046056185,0.0
293.0,4.26902837759446,4.1741470650970305,3.621384028481653,4.090306684654545,0.0
294.0,4.2379945026398405,4.185513824218538,3.6290016192869916,4.096330747851119,0.0
295.0,4.223159873101196,4.185117001142592,3.6313422864839326,4.102663941937745,0.0
296.0,4.239203473857325,4.1929296788902,3.637489729512511,4.109736292186969,0.0
297.0,4.271851976273458,4.209863382701547,3.6466977312993345,4.1174631736133,0.0
298.0,4.296996593374133,4.212533836186607,3.6524397475894204,4.125301252560456,0.0
299.0,4.299448125678312,4.214976234722067,3.658393026279124,4.132697974705523,0.0
300.0,4.277055058505737,4.218666771495871,3.6698745024898023,4.1394545324904595,0.0
301.0,4.241862077888814,4.2133849249163875,3.6754116937148633,4.1459371480991525,0.0
302.0,4.218245695881863,4.215822555154372,3.6843964784190204,4.152955275936507,0.0
303.0,4.224921538613291,4.220709404879567,3.686278678067201,4.161157236441999,0.0
304.0,4.251691494919901,4.216033877818673,3.6906390117159673,4.170471863796452,0.0
305.0,4.2735348450596815,4.22419626966024,3.6939027410660605,4.180250701245402,0.0
306.0,4.273522550500091,4.223366126439861,3.7015679850559273,4.189773224095302,0.0
307.0,4.249483442077036,4.222378265944956,3.713406532167691,4.198622418096946,0.0
308.0,4.215441489294852,4.227655361923043,3.717504074764202,4.206899540605278,0.0
309.0,4.199102372891918,4.227346713181427,3.719497016610582,4.215239126699785,0.0
310.0,4.21777447479122,4.226264711895694,3.728110184100341,4.224314736618903,3.9329396856577894
311.0,4.256008455672504,4.233123078521081,3.7309436934277356,4.2342285011958,4.458272385190395
312.0,4.287143482914947,4.237267189503993,3.7432745235119333,4.244500601396608,4.775378670522784
313.0,4.295730947162547,4.2510782644840015,3.745309059940828,4.254481718266891,4.99674759263073
314.0,4.2816398307857195,4.261667228774185,3.748265572668741,4.263709694840028,5.157328403358874
315.0,4.260108735625432,4.263328284986231,3.7520484478194387,4.272246855694281,5.275627586717286
316.0,4.257251281697402,4.2690690833279765,3.7518946880437474,4.280706586201129,5.36481015983415
317.0,4.287393027908988,4.281374302355047,3.7512020945883533,4.2897472644500345,5.435465891636367
318.0,4.333958633226283,4.295720999848835,3.748575616930992,4.299434827399573,5.496467254464363
319.0,4.370706071195634,4.310332135002271,3.7577754910119254,4.309292886733487,5.553875987495588
320.0,4.3831255976836045,4.324673350189245,3.7605732539443943,4.318836844223294,5.609871017495728
321.0,4.371393125063821,4.336719832364342,3.759290033024304,4.32790590183668,5.663392265162242
322.0,4.349504652569667,4.3505387432018106,3.75373622217501,4.336849125029108,5.712670764846504
323.0,4.341323224598748,4.357153175823959,3.7460890430562004,4.346451624229206,5.757662277163649
324.0,4.361029269412568,4.366030513983194,3.739809599021359,4.3573454049404114,5.799994585389536
325.0,4.3960116271533,4.376449204597317,3.7393349601960795,4.36937184486314,5.841812747111792
326.0,4.423224176789736,4.386052848940389,3.733598460961339,4.381742527291678,5.88434780003248
327.0,4.430024079851849,4.3910233693700995,3.7259932589247224,4.393683030297239,5.926831236479763
328.0,4.418437790161205,4.400934975810852,3.7233735670189843,4.404834031821394,5.9672247726360075
329.0,4.398692211407284,4.403137686626381,3.718584720027436,4.415293713146856,6.003917911880023
330.0,4.383205685208813,4.405226797459939,3.7148325124333326,4.425412161761052,6.0367615235150245
331.0,4.377540722430731,4.407747712226174,3.709863317440399,4.435413364551946,6.0669076247966265
